1,Leo's Hot Dogs,2301 MISSION ST,Hot dogs and related toppings: non alcoholic beverages,37.76008693,-122.4188065
41,Reecees Soulicious,201 BAY SHORE BLVD,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,37.74530891,-122.4034201
42,Mini Mobile Food Catering,147 FREMONT ST,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.79018557,-122.3954717
43,Got Snacks,1020 03RD ST,sunflower seeds: crackerjacks: bottled water: peanuts: candy,37.77551014,-122.3909993
44,The Chef Station,8 10TH ST,South American/Peruvian food,37.77582552,-122.4172496
45,California Kahve,1234 GREAT HWY,Drip Coffee: Espresso Drinks: Matcha Green Tea: Black Teas: Herbal Teas: Crossaints: Savory and Sweet Breads,37.76360804,-122.5095958
46,Scotch Bonnet,50 01ST ST,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.79014907,-122.3986582
47,Liang Bai Ping,931 PALOU AVE,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72673391,-122.378972
48,Senor Sisig,90 BROADWAY,Various menu items & drinks,37.79926011,-122.3996179
49,Senor Sisig,300 PINE ST,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,0,0
50,Senor Sisig,120 02ND ST,Filipino fusion food: taco: burrito: nachos: rice plates,37.78751406,-122.3995663
51,Senor Sisig,901 MISSION ST,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,37.78215364,-122.4066011
52,Senor Sisig,90 BROADWAY,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,37.79926011,-122.3996179
53,Senor Sisig,8 10TH ST,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,37.77582552,-122.4172496
54,Think is Good Inc.,100 PINE ST,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,37.79264072,-122.3989703
55,"Off the Grid Services, LLC",44 MARY ST,Multiple Food Trucks & Food Types,37.78137237,-122.4066192
56,Bonito Poke,409 ILLINOIS ST,Bonito Poke Bowls & Various Drinks,37.76624505,-122.3873563
57,Natan's Catering,66 POTRERO AVE,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76854329,-122.4084929
58,Natan's Catering,Assessors Block 3941/Lot001,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76474132,-122.3871248
59,Natan's Catering,Assessors Block 5216/Lot030,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74540643,-122.3900812
60,Natan's Catering,50 QUINT ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74647051,-122.3889908
61,Natan's Catering,146 CONNECTICUT ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7644473,-122.3979874
62,Natan's Catering,400 ALEMANY BLVD,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7331424,-122.4145686
63,Natan's Catering,Assessors Block 8722/Lot001,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76799555,-122.3875494
64,Natan's Catering,3040 HARRISON ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74884806,-122.412619
65,Natan's Catering,Assessors Block 4046/Lot001,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76200846,-122.3854418
66,Natan's Catering,151 MENDELL ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74282023,-122.3828474
67,Natan's Catering,Assessors Block 4227/Lot012,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75315511,-122.3911742
68,Natan's Catering,Assessors Block 8732/Lot001,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.77070298,-122.3907904
69,Natan's Catering,888 MARIN ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74945833,-122.3850813
70,Natan's Catering,Assessors Block 5369/Lot003,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.73811777,-122.4044185
71,"Chairman SF, LLC",400 CALIFORNIA ST,Baos: bowls & drinks,0,0
72,Natan's Catering,950 HARRISON ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.77838862,-122.4031918
73,Natan's Catering,555 MISSOURI ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75930377,-122.3959022
74,Natan's Catering,Assessors Block 5598/Lot031,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74030387,-122.4060597
75,Natan's Catering,Assessors Block 4103/Lot023A,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7583034,-122.3935141
76,Natan's Catering,435 23RD ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75503073,-122.3845307
77,Natan's Catering,1580 BURKE AVE,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74475219,-122.3856792
78,Natan's Catering,Assessors Block 8722/Lot003,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76743302,-122.3921491
79,Natan's Catering,1140 07TH ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76824939,-122.3984307
80,Natan's Catering,3335 17TH ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76315639,-122.4203222
81,Natan's Catering,1650 03RD ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76912441,-122.3914749
82,Natan's Catering,3201 03RD ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74844534,-122.386879
83,Natan's Catering,1801 EVANS AVE,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7445912,-122.3930769
84,Bonito Poke,505 HOWARD ST,Bonito Poke Bowls & Various Drinks,37.78798865,-122.3961007
85,Natan's Catering,600 16TH ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76746629,-122.3908603
86,Natan's Catering,Assessors Block 7295/Lot022,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.73000368,-122.4781863
87,Natan's Catering,Assessors Block 4315/Lot03008,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,0,0
88,Natan's Catering,Assessors Block 4241/Lot002,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75334,-122.3841284
89,Natan's Catering,2045 EVANS AVE,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74777209,-122.3970317
90,Natan's Catering,Assessors Block 4172/Lot010,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75712456,-122.3885295
91,Natan's Catering,Assessors Block 4281a/Lot012A,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75076077,-122.4015403
92,Wu Wei LLC dba MoBowl,75 HOWARD ST,Various types of meat: veggie: and seafood bowls.,37.79155786,-122.3916715
93,Natan's Catering,2101 03RD ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,0,0
94,Natan's Catering,Assessors Block 4058/Lot010,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76118299,-122.3881187
95,Natan's Catering,350 KANSAS ST,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76537067,-122.4039078
96,Natan's Catering,Assessors Block 4296/Lot010,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75240499,-122.3870002
97,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",3065 25TH ST,Tacos: burritos: soda & juice,37.75093165,-122.41142
98,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",1501 FOLSOM ST,Tacos: burritos: soda & juice,37.7715867,-122.414007
99,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",1301 CESAR CHAVEZ ST,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,37.74925586,-122.3909754
100,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",1455 MARKET ST,Tacos: burritos: soda & juice,37.77522831,-122.4174661
101,Plaza Garibaldy,1 MONTGOMERY ST,Tacos: burritos: quesadillas,37.78924953,-122.4024186
102,Plaza Garibaldy,475 CALIFORNIA ST,Tacos: burritos: quesadillas,37.79234639,-122.4023853
103,Bonito Poke,400 HOWARD ST,Bonito Poke Bowls & Various Drinks,37.78911921,-122.395881
104,Bonito Poke,505 HOWARD ST,Bonito Poke Bowls & Various Drinks,37.78798865,-122.3961007
105,Bonito Poke,430 CALIFORNIA ST,Bonito Poke Bowls & Various Drinks,37.79326221,-122.4017891
106,Plaza Garibaldy,540 HOWARD ST,Tacos: burritos: quesadillas,37.78795496,-122.3972365
107,"Halal Cart, LLC",1 MARKET ST,kebabs: halal gyro: grilled halal meat: refreshments,37.79387151,-122.3948652
108,Kid Abelha - Brazilian Hamburgers,2045 EVANS AVE,Brazilian Hamburgers,37.74777209,-122.3970317
109,San Francisco's Hometown Creamery,281 GEARY ST,Ice Cream & Waffle Cones,37.78713649,-122.4077185
110,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",251 GEARY ST,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78717629,-122.4073981
111,El Alambre,1188 FRANKLIN ST,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,37.78527195,-122.4226036
112,CARDONA'S FOOD TRUCK,1888 MISSION ST,Tacos: Burritos: Quesadillas: Various Drinks,37.7668976,-122.4203225
113,Liang Bai Ping,2200 OFARRELL ST,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,0,0
114,F & C Catering,1500 TENNESSEE ST,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75224167,-122.3891885
115,El Gallo Jiro,3055 23RD ST,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,37.75392774,-122.4133231
116,Singh Brothers Ice Cream,1191 QUESADA AVE,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72774449,-122.3821074
117,Esmeli Catering,Assessors Block /Lot,tacos: burritos: quesadilla: tortas sodas,0,0
118,El Tonayense #60,2355 FOLSOM ST,Tacos: Burritos: Tortas: Quesadillas: Drinks,0,0
119,Truly Food & More,505 HOWARD ST,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,37.78798865,-122.3961007
120,F & C Catering,1275 MINNESOTA ST,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75425171,-122.3893812
121,San Francisco's Hometown Creamery,340 POST ST,Ice Cream: Waffle Cones,37.788697,-122.4074704
122,San Francisco's Hometown Creamery,301 PINE ST,Ice cream & Waffle cones,37.79183426,-122.4012796
123,Golden Gate Halal Food,1169 MARKET ST,Pulao Plates & Sandwiches: Various Drinks,0,0
124,El Alambre,1800 FOLSOM ST,Tacos: Burritos: Quesadillas: Tortas,37.76785244,-122.4161049
125,F & C Catering,2800 03RD ST,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75371742,-122.388359
126,San Francisco's Hometown Creamery,425 CALIFORNIA ST,Ice Cream: Waffle Cones,37.79279574,-122.4013533
127,Street Meet,30 GROVE ST,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,37.77915912,-122.4158079
128,El Alambre,1800 FOLSOM ST,Tacos: Burritos: Quesadillas: Tortas,37.76785244,-122.4161049
129,San Francisco's Hometown Creamery,1 MONTGOMERY ST,Ice Cream: Waffle Cones,37.78924953,-122.4024186
130,Papalote Inc.,60 SPEAR ST,Mexican; Burritos: Burrito Bowls: Salads,37.79253599,-122.3945932
131,DO UC US Mobile Catering,1420 04TH ST,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.76989775,-122.3910983
132,Street Meet,100 LARKIN ST,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,37.77915912,-122.4158079
133,Wu Wei LLC dba MoBowl,900 FRONT ST,Various types of meat: veggie: and seafood bowls.,37.80022092,-122.399569
134,DO UC US Mobile Catering,2590 MARIN ST,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.74837583,-122.4032006
135,DO UC US Mobile Catering,400 PARNASSUS AVE,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.76386403,-122.4583917
136,Papalote Inc.,505 HOWARD ST,Mexican; Burritos: Burrito Bowls: Salads,37.78798865,-122.3961007
137,DO UC US Mobile Catering,1501 03RD ST,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.77089223,-122.3891692
138,Wu Wei LLC dba MoBowl,500 HOWARD ST,Various types of meat: veggie: and seafood bowls.,0,0
139,Flavors of Africa,560 MISSION ST,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,37.78886472,-122.3993594
140,Wu Wei LLC dba MoBowl,253 DRUMM ST,Various types of meat: veggie: and seafood bowls.,37.79612338,-122.3972732
141,F & C Catering,2890 03RD ST,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75310875,-122.3881702
142,Brazuca Grill,500 FRANCISCO ST,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.80504951,-122.4143344
143,Brazuca Grill,6000 03RD ST,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7239799,-122.3959035
144,tacos y pupusas los trinos,4384 MISSION ST,,37.72756654,-122.4329697
145,Brazuca Grill,368 ELM ST,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.78138003,-122.4231438
146,Treats by the Bay LLC,1 MARKET ST,Ice Cream: Donuts,37.79387151,-122.3948652
147,Brazuca Grill,1040 MARIPOSA ST,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76420238,-122.3942852
148,F & C Catering,Assessors Block /Lot,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,0,0
149,F & C Catering,900 MINNESOTA ST,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,0,0
150,F & C Catering,700 25TH ST,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75338081,-122.3863677
151,Brazuca Grill,2150 CESAR CHAVEZ ST,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75023688,-122.397818
152,Brazuca Grill,1750 FOLSOM ST,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76890352,-122.4159812
153,Lerso,1450 MISSION ST,Pernil Asado: Ropa Vieja: Arroz con Pollo: Cuban Sandwich: Croquetas Fritas: Tostones: Platanos Maduros: Yuca Frita,37.77522831,-122.4174661
154,Brazuca Grill,3150 03RD ST,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.74944294,-122.3879855
155,Brazuca Grill,951 INDIANA ST,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75878616,-122.3909584
156,F & C Catering,898 PENNSYLVANIA AVE,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75553447,-122.3939253
157,Wu Wei LLC dba MoBowl,370 DRUMM ST,Various types of meat: veggie: and seafood bowls.,37.79691371,-122.3966507
158,Singh Brothers Ice Cream,1562 BANCROFT AVE,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7254507,-122.3919916
159,Golden Gate Halal Food,979 MARKET ST,Pulao Plates & Sandwiches: Various Drinks,37.78228077,-122.4095312
160,Halal Cart of San Francisco,1 MARKET ST,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,37.79387151,-122.3948652
161,Treats by the Bay LLC,120 ELLIS ST,Prepackaged Kettlecorn,37.78561009,-122.4081548
162,Treats by the Bay LLC,201 02ND ST,Prepackaged Kettlecorn,37.78680165,-122.3978716
163,Singh Brothers Ice Cream,1420 YOSEMITE AVE,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7251817,-122.3881927
164,"SOHOMEI, LLC",500 MASONIC AVE,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.77655004,-122.4463076
165,"SOHOMEI, LLC",3300 CESAR CHAVEZ ST,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.74854979,-122.4161707
166,Serendipity SF,400 CALIFORNIA ST,Meatloaf: Grilled Cheese: Chicken Sandwich: Caprese Salad: Kale Salad: Fries: Sweet Potato Fries: Mac and Cheese: Mashed Potatoes,37.79330428,-122.401459
167,CC Acquisition LLC,525 MARKET ST,Chai Tea,37.79040672,-122.3992759
168,Singh Brothers Ice Cream,297 HARBOR RD,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.73343881,-122.3804675
169,"SOHOMEI, LLC",1118 MISSION ST,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.77915721,-122.4116154
170,"SOHOMEI, LLC",432 CLAY ST,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.79510556,-122.4008766
171,SPUNBYSS,240 02ND ST,American classic slider:  fried chicken slider: fried chicken skin: wedge cut fries: regular cut fries: handcrafted sodas: spring salad,37.78594032,-122.3977999
172,Singh Brothers Ice Cream,360 PENINSULA AVE,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71084128,-122.3996426
173,Singh Brothers Ice Cream,195 KISKA RD,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72943829,-122.3766578
174,Tacos El Primo,1700 EVANS AVE,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.74488929,-122.390972
175,"SOHOMEI, LLC",1 THOMAS MORE WAY,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.71000333,-122.4714119
176,Singh Brothers Ice Cream,2900 GRIFFITH ST,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71699129,-122.3895991
177,"SOHOMEI, LLC",1540 PINE ST,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78982692,-122.4211263
178,Munch India,400 CALIFORNIA ST,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,37.79330428,-122.401459
179,Singh Brothers Ice Cream,1000 HOLLISTER AVE,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71893982,-122.3905179
180,Singh Brothers Ice Cream,1173 INGERSON AVE,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72044936,-122.395915
181,Tacos El Primo,1495 WALLACE AVE,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.7259305,-122.3892156
182,The Huge Hotdog Concession,1300 POLK ST,Hotdogs: chips: soda: nuts: crackers,37.78887712,-122.420091
